Bundle & Codes,,,,,,123,,,GTI Samsung SKU,,,,,,352576783124483,,,Acceptance Crieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,Case,Type,"Auto
Result",Result,Step,,Code,,SKU List,,SKU ARRAY,SKU,Store,,Add to cart link,Qty,Qty Adjusted,RRP x Qty,RRP,NRP,Normal price per unit,GC Rewarded,Extra GC Reward / Extra Discount,GC + Extra GC Reward,Total GC Rewarded,Item level discount,on RRP / NRP,Discounted price per unit,Discounted price (NRP considered),Actual discounted price x Qty (with Perfect Partner Considered),GC Eligible,Total GC Eligible,Item price after GC,Total price after GC,Cart level discount,Expectyed item price in cart,Total Cart Price,Free Premiums / Other acceptance crieria to check,Persist or Clear Cart,Result: Total Price,Result: Full Item List,Status,Screemshot of Cart,"Temp Order ID /
Comment / Reasons of Fail",Fix Status,,Time,Line,Case,Total Price in Cart,Total Price in Cart,"Total Price
Result",Extra Premium,Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Full Item List,Auto Test Results,Duration,Failed Reason
,,,,,2,B2C Cart Link,,,"48"" OLED S90F (2025) [QA48S90FAEXZK]",,,QA48S90FAEXZK,B2C,"
",QA48S90FAEXZK,1,1,"13,980","13,980","12,980","12,980",,,0,,5%,NRP,"12,331.00","12,331.00","12,331.00",0.00,,"12,331.00",,,"12,331.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-C450-3,CE eProm C450,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"42"" OLED S90F (2025) [QA42S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA42S90FAEXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA42S90FAEXZK,QA42S90FAEXZK,B2C,"
",QA42S90FAEXZK,1,1,"11,380","11,380","9,980","9,980",,,0,0.00,5%,NRP,"9,481.00","9,481.00","9,481.00",0.00,0.00,"9,481.00","9,481.00",0.00,"9,481.00","9,481.00",1 x  Z-HW-C450/ZK,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-15%-1,CE CRP 15%,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,RT22M4032S8/SH 2 door Refrigerator 234L Elegant Inox [RT22M4032S8/SH],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=RT22M4032S8/SH&&products[0].quantity=1&&products[1].productCode=VS20C852FTB/SH&&products[1].quantity=1,"RT22M4032S8/SH, VS20C852FTB/SH",RT22M4032S8/SH,B2C,"
",RT22M4032S8/SH,1,1,"3,690","3,690","2,840","2,840",,,0,0.00,15%,NRP,"2,414.00","2,414.00","2,414.00",0.00,0.00,"2,414.00","5,805.50",0.00,"2,414.00","5,805.50",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,VS20C852FTBSHJet85 Stick VC Midnight Blue [VS20C852FTB/SH],,,VS20C852FTB/SH,B2C,"
",VS20C852FTB/SH,1,1,"4,990","4,990","3,990","3,990",,,0,,15%,NRP,"3,391.50","3,391.50","3,391.50",0.00,,"3,391.50",,,"3,391.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-15%-2,CE CRP 20%,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"48"" OLED S90F (2025) [QA48S90FAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA48S90FAEXZK&&products[0].quantity=1&&products[1].productCode=LS32DG802SCXXK&&products[1].quantity=1,"QA48S90FAEXZK, LS32DG802SCXXK",QA48S90FAEXZK,B2C,"
",QA48S90FAEXZK,1,1,"13,980","13,980","12,980","12,980",,,0,0.00,20%,NRP,"10,384.00","10,384.00","10,384.00",0.00,0.00,"10,384.00","19,168.00",0.00,"10,384.00","19,168.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"32"" Odyssey G8 OLED Gaming Monitor (240Hz) [LS32DG802SCXXK]",,,LS32DG802SCXXK,B2C,"
",LS32DG802SCXXK,1,1,"10,980","10,980","10,980","10,980",,,0,,20%,NRP,"8,784.00","8,784.00","8,784.00",0.00,,"8,784.00",,,"8,784.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-SP1,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"50"" QLED QE1D [QA50QE1DAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA50QE1DAJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA50QE1DAJXZK,QA50QE1DAJXZK,B2C,"
",QA50QE1DAJXZK,1,1,"6,180","6,180","4,780","4,780",,,0,0.00,"4,624",Target,"4,624.00","4,624.00","4,624.00",0.00,0.00,"4,624.00","4,624.00",0.00,"4,624.00","4,624.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-SP2,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,VS90F40DBG/SP [VS90F40DBG/SP],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VS90F40DBG/SP&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,VS90F40DBG/SP,VS90F40DBG/SP,B2C,"
",VS90F40DBG/SP,1,1,"7,090","7,090","7,090","7,090",,,0,0.00,"5,672",Target,"5,672.00","5,672.00","5,672.00",0.00,0.00,"5,672.00","5,672.00",0.00,"5,672.00","5,672.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-20%-1,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"65"" Crystal UHD DU8000 [UA65DU8000JXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=UA65DU8000JXZK&&products[0].quantity=1&&products[1].productCode=VS90F40DBG/SP&&products[1].quantity=1,"UA65DU8000JXZK, VS90F40DBG/SP",UA65DU8000JXZK,B2C,"
0",UA65DU8000JXZK,1,0,0,"8,980","7,980","7,980",,,0,0.00,20%,NRP,"6,384.00","6,384.00",0.00,0.00,0.00,0.00,"5,672.00",0.00,0.00,"5,672.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,BESPOKE Jet™ AI Ultra Elite Cordless Stick Vacuum Cleaner - Greige [VS90F40DBG/SP],,,VS90F40DBG/SP,B2C,"
",VS90F40DBG/SP,1,1,"7,090","7,090","7,090","7,090",,,0,,20%,NRP,"5,672.00","5,672.00","5,672.00",0.00,,"5,672.00",,,"5,672.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-20%-2,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,WA80C14545BVSH Ecobubble™ Top Loader with Drain Pump 8kg Black Caviar [WA80C14545BVSH],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=WA80C14545BVSH&&products[0].quantity=1&&products[1].productCode=WA80CG4545BDSH&&products[1].quantity=1,"WA80C14545BVSH, WA80CG4545BDSH",WA80C14545BVSH,B2C,"
0",WA80C14545BVSH,1,0,0,"3,990","2,590","2,590",,,0,0.00,20%,NRP,"2,072.00","2,072.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,WA80CG4545BDSH Ecobubble™ Top Loader without Drain Pump 8kg Versailles Gary [WA80CG4545BDSH],,,WA80CG4545BDSH,B2C,"
0",WA80CG4545BDSH,1,0,0,"3,590","2,590","2,590",,,0,,20%,NRP,"2,072.00","2,072.00",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-20%-3,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"WD70T4046CH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm [WD70T4046CH/SH]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=WD70T4046CH/SH&&products[0].quantity=1&&products[1].productCode=WD70TA046BE/SH&&products[1].quantity=1,"WD70T4046CH/SH, WD70TA046BE/SH",WD70T4046CH/SH,B2C,"
0",WD70T4046CH/SH,1,0,0,"4,690","4,690","4,690",,,0,0.00,20%,NRP,"3,752.00","3,752.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"WD70TA046BE/SH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm [WD70TA046BE/SH]",,,WD70TA046BE/SH,B2C,"
0",WD70TA046BE/SH,1,0,0,"6,090","4,290","4,290",,,0,,20%,NRP,"3,432.00","3,432.00",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-SP3,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"32"" The Frame LS03C [QA32LS03CBJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA32LS03CBJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA32LS03CBJXZK,QA32LS03CBJXZK,B2C,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","3,580","3,580",,,0,0.00,"2,998",Target,"2,998.00","2,998.00","2,998.00",0.00,0.00,"2,998.00","2,998.00",0.00,"2,998.00","2,998.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-SP4,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"43"" QLED Q60D [QA43Q60DAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA43Q60DAJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA43Q60DAJXZK,QA43Q60DAJXZK,B2C,"
",QA43Q60DAJXZK,1,1,"5,380","5,380","4,780","4,780",,,0,0.00,"3,698",Target,"3,698.00","3,698.00","3,698.00",0.00,0.00,"3,698.00","3,698.00",0.00,"3,698.00","3,698.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCB-01,SCB Discount,,,,1,Add all to cart using this link,Add code: Standard Chartered Promo,SCB2025,"55"" Neo QLED 4K QN1E (2025) [QA55QN1EFAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA55QN1EFAJXZK&&products[0].quantity=1&&products[1].productCode=QA50QEF1AJXZK&&products[1].quantity=1,"QA55QN1EFAJXZK, QA50QEF1AJXZK",QA55QN1EFAJXZK,B2C,"
",QA55QN1EFAJXZK,1,1,"9,980","9,980","9,980","9,980",,,0,0.00,"8,980",Target,"8,980.00","8,980.00","8,980.00",0.00,0.00,"8,980.00","13,960.00",0.00,"8,980.00","13,960.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"50"" QLED QEF1 (2025) [QA50QEF1AJXZK]",,,QA50QEF1AJXZK,B2C,"
",QA50QEF1AJXZK,1,1,"5,780","5,780","5,780","5,780",,,0,,4980,Target,"4,980.00","4,980.00","4,980.00",0.00,,"4,980.00",,,"4,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCB-02,SCB Discount,,,,1,Add all to cart using this link,Add code: Standard Chartered Promo,SCB2025,"43"" QLED QEF1 (2025) [QA43QEF1AJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA43QEF1AJXZK&&products[0].quantity=1&&products[1].productCode=VS90F40DBG/SP&&products[1].quantity=1,"QA43QEF1AJXZK, VS90F40DBG/SP",QA43QEF1AJXZK,B2C,"
0",QA43QEF1AJXZK,1,0,0,"4,980","4,980","4,980",,,0,0.00,"4,480",Target,"4,480.00","4,480.00",0.00,0.00,0.00,0.00,"5,672.00",0.00,0.00,"5,672.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,BESPOKE Jet™ AI Ultra Elite Cordless Stick Vacuum Cleaner - Greige [VS90F40DBG/SP],,,VS90F40DBG/SP,B2C,"
",VS90F40DBG/SP,1,1,"7,090","7,090","7,090","7,090",,,0,,5672,Target,"5,672.00","5,672.00","5,672.00",0.00,,"5,672.00",,,"5,672.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-02,TV Wall mount B16,,,,1,Add all to cart using this link,,,Full Motion Slim Wall Mount WMN-B16FB (2023) [WMN-B16FB/XY],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=WMN-B16FB/XY&&products[0].quantity=1&&products[1].productCode=QA55QN90FAJXZK&&products[1].quantity=1,"WMN-B16FB/XY, QA55QN90FAJXZK",WMN-B16FB/XY,B2C,"
",WMN-B16FB/XY,1,1,"1,690","1,690","1,690","1,690",,,0,,699,Target,699.00,699.00,699.00,0.00,0.00,699.00,"18,979.00",0.00,699.00,"18,979.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",,,QA55QN90FAJXZK,B2C,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","18,280","18,280",,,0,,,,,"18,280.00","18,280.00",0.00,,"18,280.00",,,"18,280.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-03,TV Wall mount B05FB,,,,1,Add all to cart using this link,,,Full Motion Slim Fit Wall Mount WMN-B05FB (2023) [WMN-B05FB/XY],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=WMN-B05FB/XY&&products[0].quantity=1&&products[1].productCode=QA55QN90FAJXZK&&products[1].quantity=1,"WMN-B05FB/XY, QA55QN90FAJXZK",WMN-B05FB/XY,B2C,"
",WMN-B05FB/XY,1,1,"1,490","1,490","1,490","1,490",,,0,,599,Target,599.00,599.00,599.00,0.00,0.00,599.00,"18,879.00",0.00,599.00,"18,879.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",,,QA55QN90FAJXZK,B2C,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","18,280","18,280",,,0,,,,,"18,280.00","18,280.00",0.00,,"18,280.00",,,"18,280.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-04,TV Wall mount B05EB,,,,1,Add all to cart using this link,,,Slim Fit Wall Mount WMN-B50EB (2023) [WMN-B50EB/XY],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=WMN-B50EB/XY&&products[0].quantity=1&&products[1].productCode=QA55QN90FAJXZK&&products[1].quantity=1,"WMN-B50EB/XY, QA55QN90FAJXZK",WMN-B50EB/XY,B2C,"
",WMN-B50EB/XY,1,1,"1,290","1,290","1,290","1,290",,,0,,499,Target,499.00,499.00,499.00,0.00,0.00,499.00,"18,779.00",0.00,499.00,"18,779.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",,,QA55QN90FAJXZK,B2C,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","18,280","18,280",,,0,,,,,"18,280.00","18,280.00",0.00,,"18,280.00",,,"18,280.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-02-NEG,TV Wall mount B16 - Negative,,,,1,Add all to cart using this link,,,Full Motion Slim Wall Mount WMN-B16FB (2023) [WMN-B16FB/XY],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=WMN-B16FB/XY&&products[0].quantity=1&&products[1].productCode=LS34DG852SCXXK&&products[1].quantity=1,"WMN-B16FB/XY, LS34DG852SCXXK",WMN-B16FB/XY,B2C,"
",WMN-B16FB/XY,1,1,"1,690","1,690","1,690","1,690",,,0,,,,,"1,690.00","1,690.00",0.00,0.00,"1,690.00","1,690.00",0.00,"1,690.00","1,690.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"34"" Odyssey G8 OLED Curved Gaming Monitor (175Hz) [LS34DG852SCXXK]",,,LS34DG852SCXXK,B2C,"
0",LS34DG852SCXXK,1,0,0,"10,980","7,980","7,980",,,0,,,,,"7,980.00",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-03-NEG,TV Wall mount B05FB - Negative,,,,1,Add all to cart using this link,,,Full Motion Slim Fit Wall Mount WMN-B05FB (2023) [WMN-B05FB/XY],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=WMN-B05FB/XY&&products[0].quantity=1&&products[1].productCode=VS90F40DBG/SP&&products[1].quantity=1,"WMN-B05FB/XY, VS90F40DBG/SP",WMN-B05FB/XY,B2C,"
",WMN-B05FB/XY,1,1,"1,490","1,490","1,490","1,490",,,0,,,,,"1,490.00","1,490.00",0.00,0.00,"1,490.00","8,580.00",0.00,"1,490.00","8,580.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,BESPOKE Jet™ AI Ultra Elite Cordless Stick Vacuum Cleaner - Greige [VS90F40DBG/SP],,,VS90F40DBG/SP,B2C,"
",VS90F40DBG/SP,1,1,"7,090","7,090","7,090","7,090",,,0,,,,,"7,090.00","7,090.00",0.00,,"7,090.00",,,"7,090.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-04-NEG,TV Wall mount B05EB - Negative,,,,1,Add all to cart using this link,,,Slim Fit Wall Mount WMN-B50EB (2023) [WMN-B50EB/XY],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=WMN-B50EB/XY&&products[0].quantity=1&&products[1].productCode=WD90DG5G34BESH&&products[1].quantity=1,"WMN-B50EB/XY, WD90DG5G34BESH",WMN-B50EB/XY,B2C,"
",WMN-B50EB/XY,1,1,"1,290","1,290","1,290","1,290",,,0,,,,,"1,290.00","1,290.00",0.00,0.00,"1,290.00","6,280.00",0.00,"1,290.00","6,280.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,9kg Washer Dryer Combo with A -10 Extra Energy Efficiency and AI Ecobubble™ [WD90DG5G34BESH],,,WD90DG5G34BESH,B2C,"
",WD90DG5G34BESH,1,1,"6,190","6,190","4,990","4,990",,,0,,,,,"4,990.00","4,990.00",0.00,,"4,990.00",,,"4,990.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-01,75 FramePro Bezel,,,,1,Add all to cart using this link,,,"75"" The Frame Pro Modern Brown Bezel [VG-SCFF75BWBZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFF75BWBZK&&products[0].quantity=1&&products[1].productCode=QA75LS03FWJXZK&&products[1].quantity=1,"VG-SCFF75BWBZK, QA75LS03FWJXZK",VG-SCFF75BWBZK,B2C,"
",VG-SCFF75BWBZK,1,1,"1,290","1,290",,"1,290",,,0,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"32,980.00",0.00,0.00,"32,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"75"" The Frame Pro 4K Vision AI Smart TV (2025) [QA75LS03FWJXZK]",,,QA75LS03FWJXZK,B2C,"
",QA75LS03FWJXZK,1,1,"32,980","32,980","32,980","32,980",,,0,,,,,"32,980.00","32,980.00",0.00,,"32,980.00",,,"32,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-02,65 FramePro Bezel,,,,1,Add all to cart using this link,,,"65"" The Frame Pro Modern Teak Bezel [VG-SCFF65TKBZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFF65TKBZK&&products[0].quantity=1&&products[1].productCode=QA65LS03FWJXZK&&products[1].quantity=1,"VG-SCFF65TKBZK, QA65LS03FWJXZK",VG-SCFF65TKBZK,B2C,"
0",VG-SCFF65TKBZK,1,0,0,"1,190",,"1,190",,,0,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"17,980.00",0.00,0.00,"17,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"65"" The Frame Pro 4K Vision AI Smart TV (2025) [QA65LS03FWJXZK]",,,QA65LS03FWJXZK,B2C,"
",QA65LS03FWJXZK,1,1,"17,980","17,980","17,980","17,980",,,0,,,,,"17,980.00","17,980.00",0.00,,"17,980.00",,,"17,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-03,55 Frame Bezel,,,,1,Add all to cart using this link,,,"55"" The Frame Beveled Brick Red Bezel [VG-SCFA55TRCRU]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFA55TRCRU&&products[0].quantity=1&&products[1].productCode=QA55LS03FAJXZK&&products[1].quantity=1,"VG-SCFA55TRCRU, QA55LS03FAJXZK",VG-SCFA55TRCRU,B2C,"
",VG-SCFA55TRCRU,1,1,"1,090","1,090","1,090","1,090",,,0,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"12,980.00",0.00,0.00,"12,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"55"" The Frame 4K Vision AI Smart TV (2025) [QA55LS03FAJXZK]",,,QA55LS03FAJXZK,B2C,"
",QA55LS03FAJXZK,1,1,"12,980","12,980","12,980","12,980",,,0,,,,,"12,980.00","12,980.00",0.00,,"12,980.00",,,"12,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-04,50 Frame Bezel,,,,1,Add all to cart using this link,,,"50"" The Frame Modern Beige Wood Bezel [VG-SCFA50BEBRU]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFA50BEBRU&&products[0].quantity=1&&products[1].productCode=QA50LS03FAJXZK&&products[1].quantity=1,"VG-SCFA50BEBRU, QA50LS03FAJXZK",VG-SCFA50BEBRU,B2C,"
",VG-SCFA50BEBRU,1,1,990,990,990,990,,,0,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"11,280.00",0.00,0.00,"11,280.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"50"" The Frame 4K Vision AI Smart TV (2025) [QA50LS03FAJXZK]",,,QA50LS03FAJXZK,B2C,"
",QA50LS03FAJXZK,1,1,"11,280","11,280","11,280","11,280",,,0,,,,,"11,280.00","11,280.00",0.00,,"11,280.00",,,"11,280.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-05,43 Frame Bezel,,,,1,Add all to cart using this link,,,"43"" The Frame Modern White Bezel [VG-SCFA43WTBRU]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFA43WTBRU&&products[0].quantity=1&&products[1].productCode=QA43LS03FAJXZK&&products[1].quantity=1,"VG-SCFA43WTBRU, QA43LS03FAJXZK",VG-SCFA43WTBRU,B2C,"
",VG-SCFA43WTBRU,1,1,890,890,890,890,,,0,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"8,980.00",0.00,0.00,"8,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"43"" The Frame 4K Vision AI Smart TV (2025) [QA43LS03FAJXZK]",,,QA43LS03FAJXZK,B2C,"
",QA43LS03FAJXZK,1,1,"8,980","8,980","8,980","8,980",,,0,,,,,"8,980.00","8,980.00",0.00,,"8,980.00",,,"8,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-06,32 Frame Bezel,,,,1,Add all to cart using this link,,,"32"" The Frame Modern Teak Bezel (2023) [VG-SCFC32TKBXY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFC32TKBXY&&products[0].quantity=1&&products[1].productCode=QA32LS03CBJXZK&&products[1].quantity=1,"VG-SCFC32TKBXY, QA32LS03CBJXZK",VG-SCFC32TKBXY,B2C,"
",VG-SCFC32TKBXY,1,1,790,790,790,790,,,0,0.00,50%,RRP,395.00,395.00,395.00,0.00,0.00,395.00,"3,975.00",0.00,395.00,"3,975.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"32"" The Frame LS03C [QA32LS03CBJXZK]",,,QA32LS03CBJXZK,B2C,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","3,580","3,580",,,0,,,,,"3,580.00","3,580.00",0.00,,"3,580.00",,,"3,580.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-07,75 FramePro Bezel Gold,,,,1,Add all to cart using this link,,,"75"" The Frame Pro Beveled Sand Gold Bezel [VG-SCFF75SGMZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VG-SCFF75SGMZK&&products[0].quantity=1&&products[1].productCode=QA75LS03FWJXZK&&products[1].quantity=1,"VG-SCFF75SGMZK, QA75LS03FWJXZK",VG-SCFF75SGMZK,B2C,"
",VG-SCFF75SGMZK,1,1,"1,290","1,290",,"1,290",,,0,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"33,380.00",0.00,400.00,"33,380.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"75"" The Frame Pro 4K Vision AI Smart TV (2025) [QA75LS03FWJXZK]",,,QA75LS03FWJXZK,B2C,"
",QA75LS03FWJXZK,1,1,"32,980","32,980","32,980","32,980",,,0,,,,,"32,980.00","32,980.00",0.00,,"32,980.00",,,"32,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
