Bundle SPP,,,,,,110,,,GTI Samsung SKU,,,,,,352576783124483,,,Acceptance Crieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,Case,Type,"Auto
Result",Result,Step,,Code,,SKU List,,,SKU,Store,,Add to cart link,Qty,Qty Adjusted,RRP x Qty,RRP,NRP,Normal price per unit,GC Rewarded,Extra GC Reward,GC + Extra GC Reward,Total GC Rewarded,Item level discount,on RRP / NRP,Discounted price per unit,Discounted price (NRP considered),Actual discounted price x Qty (with Perfect Partner Considered),GC Eligible,Total GC Eligible,Item price after GC,Total price after GC,Cart level discount,Expectyed item price in cart,Total Cart Price,Free Premiums / Other acceptance crieria to check,Persist or Clear Cart,Result: Total Price,Result: Full Item List,Status,Screemshot of Cart,"Temp Order ID /
Comment / Reasons of Fail",Fix Status,,Time,Line,Case,Total Price in Cart,Total Price in Cart,"Total Price
Result",Extra Premium,Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Full Item List,Auto Test Results,Duration,Failed Reason
,,,,,2,SPP Cart Link,,,"50"" QLED QEF1 (2025) [QA50QEF1AJXZK]",,,QA50QEF1AJXZK,SPP,"
",QA50QEF1AJXZK,1,1,"5,780","5,780","5,086","5,086",,,,,4980,Target,"4,980.00","4,980.00","4,980.00",0.00,,"4,980.00",,,"4,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCB-02,SCB Discount,,,,1,Add all to cart using this link,Add code: Standard Chartered Promo,SCB2025,"43"" QLED QEF1 (2025) [QA43QEF1AJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA43QEF1AJXZK&&products[0].quantity=1&&products[1].productCode=VS90F40DBG/SP&&products[1].quantity=1,"QA43QEF1AJXZK, VS90F40DBG/SP",QA43QEF1AJXZK,SPP,"
",QA43QEF1AJXZK,1,1,"4,980","4,980","4,382","4,382",,,,0.00,"4,480",Target,"4,480.00","4,382.00","4,382.00",0.00,0.00,"4,382.00","10,054.00",0.00,"4,382.00","10,054.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,BESPOKE Jet™ AI Ultra Elite Cordless Stick Vacuum Cleaner - Greige [VS90F40DBG/SP],,,VS90F40DBG/SP,SPP,"
",VS90F40DBG/SP,1,1,"7,090","7,090","5,672","5,672",,,,,5672,Target,"5,672.00","5,672.00","5,672.00",0.00,,"5,672.00",,,"5,672.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-02,TV Wall mount B16,,,,1,Add all to cart using this link,,,Full Motion Slim Wall Mount WMN-B16FB (2023) [WMN-B16FB/XY],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=WMN-B16FB/XY&&products[0].quantity=1&&products[1].productCode=QA55QN90FAJXZK&&products[1].quantity=1,"WMN-B16FB/XY, QA55QN90FAJXZK",WMN-B16FB/XY,SPP,"
",WMN-B16FB/XY,1,1,"1,690","1,690","1,487","1,487",,,,0.00,699,Target,699.00,699.00,699.00,0.00,0.00,699.00,"16,785.00",0.00,699.00,"16,785.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",,,QA55QN90FAJXZK,SPP,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","16,086","16,086",,,,,,,,"16,086.00","16,086.00",0.00,,"16,086.00",,,"16,086.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-03,TV Wall mount B05FB,,,,1,Add all to cart using this link,,,Full Motion Slim Fit Wall Mount WMN-B05FB (2023) [WMN-B05FB/XY],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=WMN-B05FB/XY&&products[0].quantity=1&&products[1].productCode=QA55QN90FAJXZK&&products[1].quantity=1,"WMN-B05FB/XY, QA55QN90FAJXZK",WMN-B05FB/XY,SPP,"
",WMN-B05FB/XY,1,1,"1,490","1,490","1,311","1,311",,,,0.00,599,Target,599.00,599.00,599.00,0.00,0.00,599.00,"16,685.00",0.00,599.00,"16,685.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",,,QA55QN90FAJXZK,SPP,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","16,086","16,086",,,,,,,,"16,086.00","16,086.00",0.00,,"16,086.00",,,"16,086.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-04,TV Wall mount B05EB,,,,1,Add all to cart using this link,,,Slim Fit Wall Mount WMN-B50EB (2023) [WMN-B50EB/XY],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=WMN-B50EB/XY&&products[0].quantity=1&&products[1].productCode=QA55QN90FAJXZK&&products[1].quantity=1,"WMN-B50EB/XY, QA55QN90FAJXZK",WMN-B50EB/XY,SPP,"
",WMN-B50EB/XY,1,1,"1,290","1,290","1,135","1,135",,,,0.00,499,Target,499.00,499.00,499.00,0.00,0.00,499.00,"16,585.00",0.00,499.00,"16,585.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",,,QA55QN90FAJXZK,SPP,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","16,086","16,086",,,,,,,,"16,086.00","16,086.00",0.00,,"16,086.00",,,"16,086.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-02-NEG,TV Wall mount B16 - Negative,,,,1,Add all to cart using this link,,,Full Motion Slim Wall Mount WMN-B16FB (2023) [WMN-B16FB/XY],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=WMN-B16FB/XY&&products[0].quantity=1&&products[1].productCode=LS34DG852SCXXK&&products[1].quantity=1,"WMN-B16FB/XY, LS34DG852SCXXK",WMN-B16FB/XY,SPP,"
",WMN-B16FB/XY,1,1,"1,690","1,690","1,487","1,487",,,,0.00,699,Target,699.00,699.00,699.00,0.00,0.00,699.00,"7,721.00",0.00,699.00,"7,721.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"34"" Odyssey G8 OLED Curved Gaming Monitor (175Hz) [LS34DG852SCXXK]",,,LS34DG852SCXXK,SPP,"
",LS34DG852SCXXK,1,1,"10,980","10,980","7,022","7,022",,,,,,,,"7,022.00","7,022.00",0.00,,"7,022.00",,,"7,022.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-03-NEG,TV Wall mount B05FB - Negative,,,,1,Add all to cart using this link,,,Full Motion Slim Fit Wall Mount WMN-B05FB (2023) [WMN-B05FB/XY],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=WMN-B05FB/XY&&products[0].quantity=1&&products[1].productCode=VS90F40DBG/SP&&products[1].quantity=1,"WMN-B05FB/XY, VS90F40DBG/SP",WMN-B05FB/XY,SPP,"
",WMN-B05FB/XY,1,1,"1,490","1,490","1,311","1,311",,,,0.00,599,Target,599.00,599.00,599.00,0.00,0.00,599.00,"6,271.00",0.00,599.00,"6,271.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,BESPOKE Jet™ AI Ultra Elite Cordless Stick Vacuum Cleaner - Greige [VS90F40DBG/SP],,,VS90F40DBG/SP,SPP,"
",VS90F40DBG/SP,1,1,"7,090","7,090","5,672","5,672",,,,,,,,"5,672.00","5,672.00",0.00,,"5,672.00",,,"5,672.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-BUN-04-NEG,TV Wall mount B05EB - Negative,,,,1,Add all to cart using this link,,,Slim Fit Wall Mount WMN-B50EB (2023) [WMN-B50EB/XY],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=WMN-B50EB/XY&&products[0].quantity=1&&products[1].productCode=WD90DG5G34BESH&&products[1].quantity=1,"WMN-B50EB/XY, WD90DG5G34BESH",WMN-B50EB/XY,SPP,"
",WMN-B50EB/XY,1,1,"1,290","1,290","1,135","1,135",,,,0.00,499,Target,499.00,499.00,499.00,0.00,0.00,499.00,"4,990.00",0.00,499.00,"4,990.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,9kg Washer Dryer Combo with A -10 Extra Energy Efficiency and AI Ecobubble™ [WD90DG5G34BESH],,,WD90DG5G34BESH,SPP,"
",WD90DG5G34BESH,1,1,"6,190","6,190","4,491","4,491",,,,,,,,"4,491.00","4,491.00",0.00,,"4,491.00",,,"4,491.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-01,75 FramePro Bezel,,,,1,Add all to cart using this link,,,"75"" The Frame Pro Modern Brown Bezel [VG-SCFF75BWBZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFF75BWBZK&&products[0].quantity=1&&products[1].productCode=QA75LS03FWJXZK&&products[1].quantity=1,"VG-SCFF75BWBZK, QA75LS03FWJXZK",VG-SCFF75BWBZK,SPP,"
",VG-SCFF75BWBZK,1,1,"1,290","1,290","1,135","1,135",,,,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"29,022.00",0.00,0.00,"29,022.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"75"" The Frame Pro 4K Vision AI Smart TV (2025) [QA75LS03FWJXZK]",,,QA75LS03FWJXZK,SPP,"
",QA75LS03FWJXZK,1,1,"32,980","32,980","29,022","29,022",,,,,,,,"29,022.00","29,022.00",0.00,,"29,022.00",,,"29,022.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-02,65 FramePro Bezel,,,,1,Add all to cart using this link,,,"65"" The Frame Pro Modern Teak Bezel [VG-SCFF65TKBZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFF65TKBZK&&products[0].quantity=1&&products[1].productCode=QA65LS03FWJXZK&&products[1].quantity=1,"VG-SCFF65TKBZK, QA65LS03FWJXZK",VG-SCFF65TKBZK,SPP,"
0",VG-SCFF65TKBZK,1,0,"1,190","1,190",,"1,190",,,,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"15,822.00",0.00,0.00,"15,822.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"65"" The Frame Pro 4K Vision AI Smart TV (2025) [QA65LS03FWJXZK]",,,QA65LS03FWJXZK,SPP,"
",QA65LS03FWJXZK,1,1,"17,980","17,980","15,822","15,822",,,,,,,,"15,822.00","15,822.00",0.00,,"15,822.00",,,"15,822.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-03,55 Frame Bezel,,,,1,Add all to cart using this link,,,"55"" The Frame Beveled Brick Red Bezel [VG-SCFA55TRCRU]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFA55TRCRU&&products[0].quantity=1&&products[1].productCode=QA55LS03FAJXZK&&products[1].quantity=1,"VG-SCFA55TRCRU, QA55LS03FAJXZK",VG-SCFA55TRCRU,SPP,"
",VG-SCFA55TRCRU,1,1,"1,090","1,090",959,959,,,,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"11,422.00",0.00,0.00,"11,422.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"55"" The Frame 4K Vision AI Smart TV (2025) [QA55LS03FAJXZK]",,,QA55LS03FAJXZK,SPP,"
",QA55LS03FAJXZK,1,1,"12,980","12,980","11,422","11,422",,,,,,,,"11,422.00","11,422.00",0.00,,"11,422.00",,,"11,422.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-04,50 Frame Bezel,,,,1,Add all to cart using this link,,,"50"" The Frame Modern Beige Wood Bezel [VG-SCFA50BEBRU]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFA50BEBRU&&products[0].quantity=1&&products[1].productCode=QA50LS03FAJXZK&&products[1].quantity=1,"VG-SCFA50BEBRU, QA50LS03FAJXZK",VG-SCFA50BEBRU,SPP,"
",VG-SCFA50BEBRU,1,1,990,990,871,871,,,,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"9,926.00",0.00,0.00,"9,926.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"50"" The Frame 4K Vision AI Smart TV (2025) [QA50LS03FAJXZK]",,,QA50LS03FAJXZK,SPP,"
",QA50LS03FAJXZK,1,1,"11,280","11,280","9,926","9,926",,,,,,,,"9,926.00","9,926.00",0.00,,"9,926.00",,,"9,926.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-05,43 Frame Bezel,,,,1,Add all to cart using this link,,,"43"" The Frame Modern White Bezel [VG-SCFA43WTBRU]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFA43WTBRU&&products[0].quantity=1&&products[1].productCode=QA43LS03FAJXZK&&products[1].quantity=1,"VG-SCFA43WTBRU, QA43LS03FAJXZK",VG-SCFA43WTBRU,SPP,"
",VG-SCFA43WTBRU,1,1,890,890,783,783,,,,0.00,0,Target,0.00,0.00,0.00,0.00,0.00,0.00,"7,902.00",0.00,0.00,"7,902.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"43"" The Frame 4K Vision AI Smart TV (2025) [QA43LS03FAJXZK]",,,QA43LS03FAJXZK,SPP,"
",QA43LS03FAJXZK,1,1,"8,980","8,980","7,902","7,902",,,,,,,,"7,902.00","7,902.00",0.00,,"7,902.00",,,"7,902.00",,2 x  Z-HW-C450/ZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-06,32 Frame Bezel,,,,1,Add all to cart using this link,,,"32"" The Frame Modern Teak Bezel (2023) [VG-SCFC32TKBXY]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFC32TKBXY&&products[0].quantity=1&&products[1].productCode=QA32LS03CBJXZK&&products[1].quantity=1,"VG-SCFC32TKBXY, QA32LS03CBJXZK",VG-SCFC32TKBXY,SPP,"
",VG-SCFC32TKBXY,1,1,790,790,695,695,,,,0.00,50%,RRP,395.00,395.00,395.00,0.00,0.00,395.00,"3,393.00",0.00,395.00,"3,393.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"32"" The Frame LS03C [QA32LS03CBJXZK]",,,QA32LS03CBJXZK,SPP,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","2,998","2,998",,,,,,,,"2,998.00","2,998.00",0.00,,"2,998.00",,,"2,998.00",,2 x  Z-HW-C450/ZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-07,75 FramePro Bezel Gold,,,,1,Add all to cart using this link,,,"75"" The Frame Pro Beveled Sand Gold Bezel [VG-SCFF75SGMZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFF75SGMZK&&products[0].quantity=1&&products[1].productCode=QA75LS03FWJXZK&&products[1].quantity=1,"VG-SCFF75SGMZK, QA75LS03FWJXZK",VG-SCFF75SGMZK,SPP,"
",VG-SCFF75SGMZK,1,1,"1,290","1,290","1,135","1,135",,,,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"29,422.00",0.00,400.00,"29,422.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"75"" The Frame Pro 4K Vision AI Smart TV (2025) [QA75LS03FWJXZK]",,,QA75LS03FWJXZK,SPP,"
",QA75LS03FWJXZK,1,1,"32,980","32,980","29,022","29,022",,,,,,,,"29,022.00","29,022.00",0.00,,"29,022.00",,,"29,022.00",,1 x  Z-HW-C450/ZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-08,65 FramePro Bezel Gold,,,,1,Add all to cart using this link,,,"65"" The Frame Pro Beveled Sand Gold Bezel [VG-SCFF65SGMZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFF65SGMZK&&products[0].quantity=1&&products[1].productCode=QA65LS03FWJXZK&&products[1].quantity=1,"VG-SCFF65SGMZK, QA65LS03FWJXZK",VG-SCFF65SGMZK,SPP,"
",VG-SCFF65SGMZK,1,1,"1,190","1,190","1,047","1,047",,,,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"16,222.00",0.00,400.00,"16,222.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"65"" The Frame Pro 4K Vision AI Smart TV (2025) [QA65LS03FWJXZK]",,,QA65LS03FWJXZK,SPP,"
",QA65LS03FWJXZK,1,1,"17,980","17,980","15,822","15,822",,,,,,,,"15,822.00","15,822.00",0.00,,"15,822.00",,,"15,822.00",,1 x  Z-HW-C450/ZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-09,55 Frame Bezel Gold,,,,,Add all to cart using this link,,,"55"" The Frame Beveled Sand Gold Bezel [VG-SCFC55SGMXY]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFC55SGMXY&&products[0].quantity=1&&products[1].productCode=QA55LS03FAJXZK&&products[1].quantity=1,"VG-SCFC55SGMXY, QA55LS03FAJXZK",VG-SCFC55SGMXY,SPP,"
",VG-SCFC55SGMXY,1,1,"1,490","1,490","1,311","1,311",,,,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"11,822.00",0.00,400.00,"11,822.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"55"" The Frame 4K Vision AI Smart TV (2025) [QA55LS03FAJXZK]",,,QA55LS03FAJXZK,SPP,"
",QA55LS03FAJXZK,1,1,"12,980","12,980","11,422","11,422",,,,,,,,"11,422.00","11,422.00",0.00,,"11,422.00",,,"11,422.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-10,50 Frame Bezel Gold,,,,,Add all to cart using this link,,,"50"" The Frame Beveled Sand Gold Bezel [VG-SCFC50SGMXY]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFC50SGMXY&&products[0].quantity=1&&products[1].productCode=QA50LS03FAJXZK&&products[1].quantity=1,"VG-SCFC50SGMXY, QA50LS03FAJXZK",VG-SCFC50SGMXY,SPP,"
",VG-SCFC50SGMXY,1,1,"1,390","1,390","1,223","1,223",,,,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"10,326.00",0.00,400.00,"10,326.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"50"" The Frame 4K Vision AI Smart TV (2025) [QA50LS03FAJXZK]",,,QA50LS03FAJXZK,SPP,"
",QA50LS03FAJXZK,1,1,"11,280","11,280","9,926","9,926",,,,,,,,"9,926.00","9,926.00",0.00,,"9,926.00",,,"9,926.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-11,43 Frame Bezel Gold,,,,,Add all to cart using this link,,,"43"" The Frame Beveled Sand Gold Bezel [VG-SCFC43SGMXY]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFC43SGMXY&&products[0].quantity=1&&products[1].productCode=QA43LS03FAJXZK&&products[1].quantity=1,"VG-SCFC43SGMXY, QA43LS03FAJXZK",VG-SCFC43SGMXY,SPP,"
",VG-SCFC43SGMXY,1,1,"1,290","1,290","1,135","1,135",,,,0.00,400,Target,400.00,400.00,400.00,0.00,0.00,400.00,"8,302.00",0.00,400.00,"8,302.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"43"" The Frame 4K Vision AI Smart TV (2025) [QA43LS03FAJXZK]",,,QA43LS03FAJXZK,SPP,"
",QA43LS03FAJXZK,1,1,"8,980","8,980","7,902","7,902",,,,,,,,"7,902.00","7,902.00",0.00,,"7,902.00",,,"7,902.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME-12,32 Frame Bezel Gold,,,,,Add all to cart using this link,,,"32"" The Frame Beveled Sand Gold Bezel (2023) [VG-SCFC32SGMXY]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VG-SCFC32SGMXY&&products[0].quantity=1&&products[1].productCode=QA32LS03CBJXZK&&products[1].quantity=1,"VG-SCFC32SGMXY, QA32LS03CBJXZK",VG-SCFC32SGMXY,SPP,"
",VG-SCFC32SGMXY,1,1,990,990,871,871,,,,0.00,50%,RRP,495.00,495.00,495.00,0.00,0.00,495.00,"3,493.00",0.00,495.00,"3,493.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,"32"" The Frame LS03C [QA32LS03CBJXZK]",,,QA32LS03CBJXZK,SPP,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","2,998","2,998",,,,,,,,"2,998.00","2,998.00",0.00,,"2,998.00",,,"2,998.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-01,"S25 AVDA Offer - <10000
(Jul 1-15)",,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 1,NNA-S9C5-F3F7-H3TT,"27"" Odyssey OLED G8 G81SF Gaming Monitor (240Hz) [LS27FG816SCXXK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=LS27FG816SCXXK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,LS27FG816SCXXK,LS27FG816SCXXK,SPP,"
",LS27FG816SCXXK,1,1,"8,980","8,980","7,902","7,902",,,,0.00,,,,"7,902.00","7,902.00",0.00,0.00,"7,902.00","7,902.00",0.00,"7,902.00","7,902.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-02,"S25 AVDA Offer - 10000-19999
(Jul 1-15)",,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 3,NNC-WYXT-RRRR-KKG2,"48"" OLED S90F (2025) [QA48S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA48S90FAEXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA48S90FAEXZK,QA48S90FAEXZK,SPP,"
",QA48S90FAEXZK,1,1,"13,980","13,980","11,422","11,422",,,,0.00,,,,"11,422.00","11,422.00",0.00,0.00,"11,422.00","11,422.00",0.00,"11,422.00","11,422.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-03,"S25 AVDA Offer - >=20000
(Jul 1-15)",,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"65"" Neo QLED 8K QN990 (2025) [QA65QN990FJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA65QN990FJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA65QN990FJXZK,QA65QN990FJXZK,SPP,"
",QA65QN990FJXZK,1,1,"46,980","46,980","41,342","41,342",,,,0.00,,,,"41,342.00","41,342.00",0.00,0.00,"41,342.00","41,342.00",0.00,"41,342.00","41,342.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-04,"S25 AVDA Offer - >=20000
(Jul 1-15)",,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"48"" OLED S90F (2025) [QA48S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA48S90FAEXZK&&products[0].quantity=1&&products[1].productCode=VS20C852FTB/SH&&products[1].quantity=1,"QA48S90FAEXZK, VS20C852FTB/SH",QA48S90FAEXZK,SPP,"
",QA48S90FAEXZK,1,1,"13,980","13,980","11,422","11,422",,,,0.00,,,,"11,422.00","11,422.00",0.00,0.00,"11,422.00","15,013.00",0.00,"11,422.00","15,013.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,VS20C852FTBSHJet85 Stick VC Midnight Blue [VS20C852FTB/SH],,,VS20C852FTB/SH,SPP,"
",VS20C852FTB/SH,1,1,"4,990","4,990","3,591","3,591",,,,,,,,"3,591.00","3,591.00",0.00,,"3,591.00",,,"3,591.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDA-05,"S25 AVDA Offer - >=20000
(Jul 1-15)",,,,,Add all to cart using this link,Add code: AVDA bundle 20000-1800 / 10000-800 - 2,NNA-S9C5-FT3S-F3CP,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA55QN90FAJXZK&&products[0].quantity=1&&products[1].productCode=VS20C852FTB/SH&&products[1].quantity=1,"QA55QN90FAJXZK, VS20C852FTB/SH",QA55QN90FAJXZK,SPP,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","16,086","16,086",,,,0.00,,,,"16,086.00","16,086.00",0.00,0.00,"16,086.00","19,677.00",0.00,"16,086.00","19,677.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SPP Cart Link,,,VS20C852FTBSHJet85 Stick VC Midnight Blue [VS20C852FTB/SH],,,VS20C852FTB/SH,SPP,"
",VS20C852FTB/SH,1,1,"4,990","4,990","3,591","3,591",,,,,,,,"3,591.00","3,591.00",0.00,,"3,591.00",,,"3,591.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
