Bundle EPP,,,,,,96,,,GTI Samsung SKU,,,,,,352576783124483,,,Acceptance Crieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,Case,,"Auto
Result",Result,Step,,Code,,SKU List,,,SKU,Store,,Add to cart link,Qty,Qty Adjusted,RRP x Qty,RRP,NRP,Normal price per unit,GC Rewarded,Extra GC Reward,GC + Extra GC Reward,Total GC Rewarded,Item level discount,on RRP / NRP,Discounted price per unit,Discounted price (NRP considered),Actual discounted price x Qty,GC Eligible,Total GC Eligible,Item price after GC,Total price after GC,Cart level discount,Expectyed item price in cart,Total Cart Price,Free Premiums / Other acceptance crieria to check,Status,Screemshot of Cart,"Temp Order ID /
Comment / Reasons of Fail",Fix Status,,Time,Line,Case,Total Price in Cart,Total Price in Cart,"Total Price
Result",Extra Premium,Extra Premium,Qty,"Extra Premium
Result",Auto Test Results,Duration
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,May 1 - 31,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=&&products[1].productCode=&&products[1].quantity=,,,SPP,"
",,,,,,,,,,,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,-,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,,,,,SPP,"
",,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,
